SAT,GPA,Projects,Community,Income,Perf,Pred
1380,2.67,2,0,43600,Medium,Low
1290,2.36,2,10,45700,Medium,Medium
1130,2.93,4,10,40500,High,High
1020,2.79,2,0,49800,Medium,Medium
1200,2.76,2,5,62200,Medium,High
1270,2.06,1,0,42600,Low,Low
1340,2.95,1,15,37300,High,High
1280,2.62,4,10,52900,High,High
1170,2.67,2,15,54100,Medium,Medium
1110,2.79,2,20,44900,Medium,Medium
1240,3.36,3,0,57100,High,Medium
1260,2.99,0,5,53800,Medium,Medium
1260,2.59,0,0,61700,Medium,Medium
1240,3.02,0,0,67000,High,High
1190,3.41,4,0,60600,High,Low
1240,2.62,0,10,40000,Medium,Medium
1300,2.56,1,0,33300,Medium,Medium
1300,2.62,0,5,47000,Medium,Medium
1150,2.86,4,5,47300,High,High
1110,2.51,1,0,59500,Medium,Medium
1190,2.63,2,5,38600,Medium,Medium
1150,3.48,2,0,47900,Medium,Medium
1030,2.96,3,0,46800,Medium,Medium
1280,2.66,0,0,53400,Medium,Medium
1290,2.51,1,5,26900,Medium,Medium
1170,3.01,1,0,53700,High,High
1160,2.83,2,10,56200,Medium,Medium
1150,2.65,1,10,45500,Medium,Medium
1310,2.74,3,15,44900,Medium,Medium
1360,2.83,1,0,41100,Medium,Medium
1140,2.44,0,10,54800,Low,Low
1210,2.69,0,5,40900,Medium,Medium
1320,2.9,1,5,49900,Medium,Medium
950,2.96,1,5,38700,Low,Low
1140,1.98,0,0,59000,Low,Low
1410,2.38,1,0,38100,Low,Low
1130,2.58,1,10,59500,Medium,Medium
1220,2.92,0,15,48700,Low,Low
1020,3.05,1,10,51400,Medium,High
1130,2.99,0,10,55400,Medium,Medium
1020,2.83,1,0,61700,Medium,Medium
1180,2.94,1,0,38100,Medium,Medium
1190,2.69,2,5,51100,Medium,Medium
1210,2.44,0,0,46000,Low,Low
1110,2.57,2,15,51900,Low,Low
1250,2.75,1,5,48400,Medium,Medium
1100,3.01,1,5,46100,Medium,High
1110,2.34,0,10,40500,Medium,High
1120,2.91,1,10,49300,Low,Low
1110,3.21,2,0,36600,Low,Low
1110,2.35,0,20,42800,Low,Low
1040,2.58,0,0,37900,Medium,Low
1110,2.71,1,5,21300,Medium,Medium
1270,3.44,0,20,42300,Low,Low
1250,2.38,0,0,40900,High,High
1140,2.9,2,10,41900,Low,Low
1290,2.1,3,0,55900,Medium,Medium
1320,2.92,0,5,38300,Medium,Medium
1120,2.65,3,5,54400,Medium,Medium
1210,2.49,0,0,40700,Low,Low
970,2.95,4,5,44200,High,High
1150,2.65,4,10,52300,High,High
1140,3.16,2,5,47900,Medium,Medium
1180,3.07,3,5,51000,High,High
1110,2.77,1,5,38300,Low,Low
1310,3,0,5,38300,Medium,Medium
1190,2.47,1,0,35300,Medium,Medium
1260,3.07,1,0,59400,Medium,Medium
1190,3.02,4,0,46800,High,High
1080,3.58,0,0,53400,Low,Low
1200,2.77,4,0,54000,High,High
1280,2.76,0,20,31000,Low,Low
1460,3.12,0,0,59600,Low,Low
1370,2.02,0,0,48100,Medium,Medium
1340,2.91,0,0,48800,High,High
1170,2.88,0,15,38600,Medium,Medium
1190,2.92,0,10,46900,Medium,Medium
1200,3.39,0,0,53000,Medium,Medium
1350,2.86,0,10,40200,Medium,Medium
1260,2.84,1,0,57300,Medium,Low
1190,2.57,1,0,55400,Medium,Medium
1120,2.93,1,0,48800,Low,Low
1180,2.42,2,5,40600,Medium,Medium
1220,2.32,1,0,54800,Low,Low
1180,3.14,0,15,26600,High,High
1170,2.68,1,20,62100,Medium,Medium
1070,2.85,0,5,34000,Low,Low
1270,2.45,0,5,40900,Low,Low
1210,2.65,0,5,59100,Medium,Medium
1210,3.12,3,0,46700,High,High
1330,2.82,2,0,37700,Medium,Low
1400,3.26,2,0,50800,Medium,Medium
1260,2.57,0,5,60100,Medium,Medium
1270,2.49,0,5,58000,Low,Low
1230,1.88,2,15,37500,Low,Low
1150,2.98,1,0,40400,Medium,Medium
1280,2.75,1,10,50200,Medium,Low
1070,2.9,0,10,31700,Medium,Medium
1140,2.35,1,5,42100,Low,Low
1110,2.75,1,0,62900,Medium,Medium
1130,2.61,3,0,43300,Medium,Medium
1270,2.77,0,0,41000,Medium,High
1030,2.22,1,0,43300,Low,Low
1040,2.3,0,5,59300,Low,Low
1300,3.06,0,0,50800,Medium,Medium
1240,3.01,2,10,56100,Medium,Medium
1070,2.96,0,10,63300,Low,Medium
1170,3.01,0,0,36700,Medium,Medium
1060,2.72,2,5,29100,Medium,Medium
1080,2.15,2,0,52000,Medium,Medium
950,2.7,1,10,56100,Medium,Medium
1030,2.66,0,5,47300,High,High
1260,3.07,0,0,43400,Medium,Medium
1080,2.65,0,0,26700,Low,Low
1200,2.15,2,0,60100,Medium,Medium
1160,2.34,0,15,35400,Medium,Low
1120,2.7,2,0,40200,Medium,Medium
1160,2.67,0,5,49600,Medium,Low
1260,2.48,0,5,44500,Medium,Low
1280,2.68,0,0,47000,Medium,Medium
1050,2.87,2,10,57100,Medium,Medium
990,2.72,1,0,29300,Medium,Medium
1170,2.34,3,0,36700,High,High
1130,2.71,1,5,46800,Low,Low
1190,3.11,2,5,46700,Medium,Medium
1310,3.01,0,0,41500,Medium,Medium
1230,2.74,1,0,40600,Low,Low
1320,2.53,1,0,48100,Medium,Medium
970,2.93,0,5,53900,Medium,Low
1290,2.59,1,0,49000,Medium,Medium
1120,2.67,1,0,43200,High,High
1410,2.64,2,0,64600,Medium,Medium
1120,1.97,0,0,58100,Low,Low
1370,3.12,0,0,40800,Medium,Medium
1270,3.1,1,5,45600,Medium,Medium
1140,2.44,4,0,50600,Medium,Medium
1500,2.84,2,10,46200,Medium,Medium
1270,3.35,1,5,45400,Medium,Medium
1050,2.58,1,10,50100,Medium,Medium
1190,2.92,2,5,60800,Medium,Medium
1160,2.64,0,0,52700,Medium,High
1140,2.6,1,0,42700,Medium,Medium
1270,2.67,1,0,54600,Low,Low
1080,2.05,2,0,52400,Medium,High
1400,3.03,3,5,40400,High,Low
1220,3.23,2,0,55800,High,High
1020,2.98,0,5,43900,Medium,Low
1190,2.74,2,10,26600,Medium,Medium
1200,2.98,1,10,46600,Low,Low
1060,3.24,1,5,41400,Medium,Medium
1140,3.22,1,15,52500,Medium,High
1130,2.52,0,15,55100,Low,Low
1110,2.96,0,0,49300,Medium,Low
1170,3.42,1,10,42500,Medium,High
1190,2.72,2,0,42900,High,Low
1060,2.43,0,10,34900,Medium,Medium
1290,2.73,2,5,47700,High,High
1140,3.05,0,15,39300,Medium,Medium
1130,2.93,3,0,45400,Medium,Medium
1240,2.68,2,5,61200,Medium,Medium
1210,3.07,0,20,51100,Low,Low
1100,3.13,1,10,52900,Medium,Medium
1200,2.75,1,0,50600,Medium,Medium
1170,2.71,1,20,66100,Low,Low
1210,2.42,0,5,37500,Low,Low
1350,2.8,0,0,46200,Low,Low
1200,3.06,0,10,30400,Low,Low
1260,2.85,0,5,48400,Medium,Medium
1020,3.07,0,5,60200,Medium,Medium
1210,2.98,0,5,30100,Medium,Medium
1270,2.98,0,10,32200,Medium,Medium
1340,2.45,1,0,46400,Low,Low
1310,2.59,3,5,56300,Low,Medium
1210,2.68,1,20,38600,Low,Low
1300,2.01,2,5,54500,Medium,Medium
1270,2.56,1,10,54000,Low,Low
1190,2.38,0,0,52700,Medium,Medium
970,3.21,0,20,47000,Medium,Medium
1260,2.51,0,5,44200,Medium,Medium
1350,2.4,0,0,51700,Low,Low
1160,2.91,0,10,41400,Low,Low
1250,2.17,0,0,48100,Medium,Medium
1210,2.62,2,0,47600,Medium,Medium
1210,2.79,2,5,55900,Medium,Medium
1060,2.39,0,15,42700,Medium,Medium
1080,2.69,3,5,34100,Low,High
1420,2.33,0,10,63700,Low,Low
1280,2.43,0,0,38200,Medium,Medium
1260,3.19,0,5,36400,High,High
1030,3.04,1,15,46900,Low,Low
1130,2.63,4,5,43200,High,High
1040,2.88,1,10,50600,Low,Low
1240,2.36,1,5,53400,Low,Low
1240,2.48,0,10,49000,Medium,Medium
1120,2.82,0,10,35300,High,High
1140,2.69,3,0,44300,Medium,Medium
1160,3.51,1,10,39600,High,High
1060,3.25,0,5,41400,Low,Low
1230,2.17,0,10,37000,Low,Low
1320,2.76,0,5,54400,Medium,Medium
1140,2.96,3,5,54000,High,High
1140,3.09,1,5,43400,Medium,Medium
1360,2.76,1,5,38100,Medium,Medium
1310,2.82,1,5,41200,Low,Low
1090,2.49,2,0,43000,Medium,Medium
1280,3.05,0,10,46100,Medium,Medium
1310,2.24,2,10,46100,Medium,High
1170,2.34,1,0,60600,Low,Medium
1200,2.46,2,5,40700,Medium,Medium
1250,2.53,0,5,54800,Low,Low
1380,3.16,0,5,36100,Low,Low
1070,2.71,0,5,54800,High,High
1170,2.09,0,0,18100,Medium,Medium
1050,2.73,0,5,50000,Low,Low
1240,2.32,0,10,44500,Low,Low
1270,2.73,0,5,37300,Medium,Medium
1130,2.9,1,15,47600,Medium,High
1260,2.41,0,0,37100,Low,Low
1160,2.39,1,15,50800,Low,Low
1050,2.53,2,5,57500,Medium,Medium
1100,2.49,0,0,39500,Low,High
1040,2.53,0,0,51100,Low,Low
1220,2.55,2,0,52100,Medium,Medium
1130,2.76,1,0,62800,High,High
1220,2.44,3,15,50700,Medium,Medium
1180,2.54,2,5,44900,Medium,Medium
1270,2.88,3,10,40100,Medium,Low
1300,2.81,0,5,34800,Low,Low
1160,3.14,2,0,54700,Medium,Low
1200,2.62,2,0,54700,Low,Low
1150,2.97,0,5,58800,High,High
1090,3.39,2,5,42400,High,High
1100,2.3,3,0,37000,Medium,Medium
1030,2.61,1,5,43200,Medium,Medium
1130,2.76,0,10,46400,Medium,Medium
1080,2.4,0,10,35700,Medium,High
1200,1.98,2,10,34800,Medium,Medium
1220,3.38,0,10,25200,Medium,Medium
1210,2.8,1,0,48600,Medium,Medium
1140,2.79,2,0,41600,Medium,Medium
1160,3.36,0,0,52400,Medium,Medium
1260,2.38,0,0,46200,Low,Low
1160,2.55,1,0,42800,Medium,Medium
1090,2.84,0,0,43000,High,High
1410,2.78,3,0,52200,High,High
1250,2.2,2,5,44200,Medium,Medium
1110,2.46,0,5,62300,Low,Low
1120,2.56,2,0,43000,Medium,Medium
1200,3.34,2,15,61700,Medium,Low
1090,3.1,0,5,47600,Low,Low
1500,2.75,1,15,52700,High,High
1180,3.03,0,0,49800,Medium,Medium
1210,2.54,1,10,46500,Medium,Low
1110,2.66,2,5,59000,Low,Low
1280,2.87,1,5,37800,Low,Low
1310,2.83,1,5,59200,High,High
1170,2.58,0,5,42600,Medium,Medium
1060,2.8,2,15,50800,Low,Low
1230,2.74,2,0,29800,High,High
1230,3.13,0,10,42400,Medium,Medium
1220,2.5,0,10,42300,Low,Low
1340,3.18,0,0,50900,Low,Low
1230,2.93,0,5,41500,High,High
1140,2.65,2,5,37900,High,High
1390,2.18,2,5,46500,High,High
1370,2.83,2,5,33700,Low,Low
1190,2.86,1,0,65000,Medium,Medium
1490,2.75,2,15,39600,Medium,Medium
1020,2.92,1,10,51200,Medium,Medium
1160,2.44,1,0,41600,Low,Low
1250,3.14,0,0,55600,Low,Low
1280,3.19,2,5,23700,Medium,Medium
1190,2.3,0,5,35800,Medium,Medium
1410,2.58,0,0,48700,High,High
1250,2.65,0,0,41000,Medium,Medium
1180,2.7,4,0,56600,High,High
1330,2.44,0,10,42600,Medium,Medium
1260,2.65,2,0,44600,Low,Low
1190,3.12,2,15,52400,Medium,Low
1130,2.6,0,10,54500,Medium,Medium
1160,3.58,1,5,48000,Medium,Medium
1020,3.05,0,0,43500,High,Medium
1260,3.27,0,15,61500,Low,High
1470,2.1,2,10,44600,Medium,Medium
1080,2.26,1,20,43900,Low,Low
1320,2.79,1,5,82600,Medium,Medium
1300,2.12,1,5,47900,Medium,Medium
1240,2.99,1,5,46900,High,High
1050,2.57,0,0,28400,Medium,High
1110,2.28,1,5,57500,Low,High
1290,2.82,2,0,26600,Low,Low
1200,3.68,2,0,52700,High,High
1220,2.58,2,10,36900,Medium,Medium
1310,3.04,0,0,41700,Medium,Medium
1090,3,0,5,47800,Low,Low
1130,2.45,2,10,38300,Medium,Medium
1250,2.7,0,10,44800,Medium,Medium
1280,2.82,0,0,55200,Low,Low
1220,2.75,2,5,36400,Low,Low
1180,2.4,2,15,39700,High,High
1070,2.61,0,15,44400,Medium,Medium
1290,2.79,2,10,47400,Medium,Medium
1240,2.88,2,10,62900,Medium,Medium
1210,2.82,1,5,65400,Medium,Medium
1070,2.73,1,5,59800,Medium,Medium
1170,3.08,1,0,39800,Medium,Medium
1140,2.51,0,5,53500,Medium,Medium
1320,2.61,1,0,33400,Medium,Medium
1280,2.94,1,0,48600,Medium,Medium
1160,2.2,1,10,58800,Low,Low
1100,3.02,0,5,44200,Medium,Low
1030,2.48,0,0,53600,Low,High
1180,2.6,1,0,52500,Low,Low
1270,2.83,1,0,77200,Medium,Medium
1130,3.49,2,0,48200,Medium,Medium
1180,2.78,0,5,48500,Low,Low
1090,2.88,2,0,37700,Low,Low
1150,3.14,2,5,46100,Low,Low
1190,2.37,2,0,48800,Low,High
880,2.14,2,10,52400,Low,Low
1210,2.7,0,10,39100,Medium,Medium
1210,2.18,2,10,53500,Medium,High
1120,2.59,2,10,39800,Medium,Medium
1200,2.45,1,0,42600,Medium,Medium
1420,2.78,1,0,42900,High,High
1350,2.29,1,5,53200,Low,Low
1160,2.5,1,5,54500,High,Medium
1010,3.41,0,0,35600,Medium,Medium
1130,2.84,3,5,60600,Medium,Medium
1270,2.8,2,15,58600,Low,Low
1130,2.73,2,5,35500,Medium,Medium
1210,2.33,1,10,37300,Low,Medium
1050,3.12,0,0,45600,Low,Low
1200,2.6,1,10,46700,Medium,Medium
1380,2.97,2,10,53900,Low,Low
1380,2.39,0,0,31000,Low,Low
1050,2.98,1,10,50800,Medium,Medium
1120,2.63,2,0,54200,Medium,Medium
1110,2.75,1,5,32900,Low,Low
1200,2.69,2,0,43400,Medium,Low
1180,2.53,1,0,58400,Low,Low
1110,2.75,1,10,50500,Medium,Medium
1230,2.97,0,5,51200,High,High
970,2.83,0,0,46700,Medium,Medium
1160,1.75,0,5,27400,Medium,Medium
1310,2.46,0,0,57500,Medium,Medium
1090,3.11,0,0,46000,Medium,Medium
1310,3,0,0,56200,Medium,Medium
1220,2.43,0,10,60000,High,High
1130,2.75,2,0,46400,Medium,Medium
1140,3.24,1,5,33500,Medium,Medium
1290,2.71,0,0,42100,Medium,High
970,2.83,4,0,52300,High,High
1210,2.49,1,0,39100,Medium,Medium
1290,2.92,2,10,42000,Low,Low
1110,2.61,2,0,50600,Medium,Medium
1240,2.7,1,10,53800,Low,Low
1090,2.79,0,10,50700,Medium,Medium
1130,2.7,0,15,38300,Medium,Medium
1250,2.87,2,0,50800,Low,Low
1350,2.68,0,0,37900,Medium,Medium
1160,2.54,2,0,58500,Medium,Medium
1140,2.94,2,0,46700,Medium,Medium
1120,2.35,0,0,46100,Low,Low
1220,2.74,2,0,53300,Medium,Medium
1140,2.7,1,5,51700,Medium,High
980,2.66,0,5,34300,Low,Low
1100,2.5,2,10,30600,Medium,Medium
1290,2.36,0,10,42500,Low,Low
1230,2.87,0,0,50100,Low,Low
1120,2.91,1,5,35400,Low,Low
1280,2.73,2,10,43100,Medium,Medium
1170,2.81,3,0,46400,Medium,Medium
1320,2.44,0,10,39500,Low,Low
1100,3.11,0,20,39500,Medium,Medium
1270,2.72,0,5,36100,Low,Low
1140,2.9,0,10,42400,Medium,Low
1130,3.15,0,0,49200,Low,Low
1030,2.92,1,15,28400,Low,Low
1010,3.05,1,10,42200,Medium,Medium
1210,2.8,1,0,43400,Medium,Medium
1280,2.62,0,0,56400,Medium,Medium
1090,3.09,0,10,60600,Low,Low
1210,2.64,1,0,31700,High,High
1370,2.46,0,10,48400,High,High
1290,2.89,0,10,41800,High,High
1230,2.93,0,15,43400,Medium,Medium
1290,2.28,1,10,47200,Low,Low
1260,2.7,0,0,27700,Low,Low
1290,2.4,2,10,43900,Medium,Medium
1250,2.52,0,5,28100,Low,Low
1190,2.42,0,0,43100,Medium,Medium
1130,2.51,1,10,54000,Low,Low
1360,2.9,3,0,46700,Medium,Medium
1230,2.56,1,0,44100,Medium,Medium
1250,2.78,2,10,21500,Medium,Medium
1260,2.51,0,0,68100,Low,Low
1230,3.08,1,0,39600,Low,Low
1340,3.27,1,15,55800,Medium,Medium
1300,2.93,1,5,49900,Medium,Medium
1170,2.3,0,15,36400,Medium,Medium
1160,2.41,0,0,45300,Low,Low
1270,2.41,4,0,41000,Medium,Medium
1130,3.15,3,10,35300,High,High
1140,2.99,1,15,45100,Low,High
1240,2.56,2,10,55400,Medium,Medium
1070,2.8,2,0,56100,Medium,Medium
1120,2.97,0,10,52300,Medium,Medium
1080,2.77,0,5,55600,Low,Low
1230,2.85,1,10,24100,Medium,Medium
1090,2.6,0,0,35300,Medium,Medium
1130,2.66,0,5,49800,Low,Low
1090,2.29,2,0,37600,High,High
1220,2.56,3,0,65800,Medium,High
1120,2.73,2,20,61500,Medium,Low
1280,2.49,0,0,48300,Medium,Medium
1100,2.17,0,10,36300,Medium,Medium
1290,3.6,3,0,39200,High,Medium
1370,1.86,0,10,31200,Medium,Medium
1300,2.86,2,15,39500,Low,Low
1290,2.25,0,10,48000,Low,Low
1260,2.76,1,0,63400,Medium,Medium
1200,2.87,1,10,46900,Medium,Medium
1200,2.76,0,0,52500,Medium,Medium
1400,3.2,1,10,45200,Medium,Medium
1200,2.7,1,5,49400,Medium,Medium
1220,2.98,0,0,46400,Low,Low
1230,2.71,0,0,17600,Low,Low
1270,2.5,0,5,50300,Low,Low
1180,2.7,4,0,61300,High,High
1080,2.55,0,10,54800,Medium,Medium
1250,2.92,1,0,43500,Medium,High
1240,3.08,0,5,48800,Medium,High
1070,2.73,2,0,70400,Medium,Medium
1190,3.01,1,5,46100,Medium,Low
1160,3,1,5,36200,Medium,Medium
1200,3.09,1,10,47500,Low,Low
1180,2.14,3,0,38100,Medium,Medium
1070,2.75,0,5,38900,High,High
1050,2.93,1,5,36200,High,High
1070,2.48,0,0,59300,Medium,Medium
1270,2.79,2,10,25400,Medium,Medium
1240,2.59,1,10,38100,Medium,Medium
1260,2.98,0,0,51100,High,High
1180,2.99,0,0,52100,Low,Medium
1020,2.36,1,10,23300,Low,Low
1280,2.86,2,15,28700,Low,Low
1290,2.8,1,5,43400,Low,Medium
1290,2.84,0,0,32300,Medium,Medium
1300,2.36,0,0,41700,Low,Low
1290,3.44,0,5,48200,Medium,Medium
1070,3.29,1,0,45900,Medium,Medium
1460,3,0,0,47900,High,High
1250,2.63,2,0,67700,Medium,Medium
1080,2.16,0,5,63300,Low,Medium
1130,2.32,2,5,35300,Low,High
1270,2.16,0,15,41300,Medium,High
1180,2.65,1,0,39100,Medium,High
1350,3,0,5,66500,Medium,High
1180,2.77,1,0,35300,Low,Low
1230,2.86,2,15,25500,Medium,Medium
1040,3.13,1,0,38100,Low,Low
1360,2.57,0,5,63400,Medium,Medium
1120,2.63,0,5,54800,Medium,Medium
1170,2.49,2,0,44500,Medium,Medium
1300,3.06,2,10,37600,Medium,Medium
1230,2.82,0,5,36800,High,High
1200,3.11,1,10,41600,Medium,Medium
1170,3.1,0,5,43200,High,High
1370,2.77,1,5,58600,Low,Low
1160,2.87,1,0,38700,Low,Low
1270,2.89,0,0,41100,Medium,High
1040,3.11,1,10,41300,Medium,Medium
1130,2.57,1,0,52300,Medium,Medium
1240,2.38,3,10,38400,Medium,Medium
1140,2.28,0,0,56600,Low,Low
1130,3.18,1,10,34800,Medium,Medium
1100,2.77,0,10,52400,Medium,Medium
1050,2.78,2,0,36900,Low,Low
1460,2.52,3,5,61600,Medium,Medium
1290,3.18,0,10,40200,Medium,Medium
1060,2.6,0,0,32700,High,High
1280,3.17,0,0,49300,Low,Low
1070,2.82,0,0,42100,Medium,Low
1400,2.56,0,0,17200,Medium,Medium
1230,2.49,2,0,54700,Medium,Medium
1100,3.28,1,10,50400,Medium,Medium
1270,2.54,4,10,58500,High,Medium
1320,2.72,1,5,51400,Medium,Low
1230,3.03,0,0,47000,Low,Low
1070,2.85,1,15,48300,Medium,Medium
1030,2.39,0,0,45500,Medium,Medium
1280,2.93,1,5,35500,Low,Low
1100,3.11,2,0,36200,Medium,Medium
1200,2.62,4,10,39400,High,High
1180,3.28,1,10,40400,Medium,Medium
1270,2.58,0,5,51800,High,Medium
1060,2.98,2,10,35100,Medium,High
1310,2.38,2,5,41900,Medium,Medium
1320,2.78,0,0,60200,Medium,Medium
1130,3.12,0,0,41500,Medium,Medium
1250,2.97,1,5,21900,Medium,Medium
1080,2.58,2,0,50300,Medium,Low
1180,2.42,0,15,59100,Low,Low
1260,2.65,1,10,26600,Medium,Medium
1150,3.03,0,10,43100,Low,Low
1250,3.16,1,5,50200,Medium,High
1190,3.13,1,0,59100,Low,Low
1300,2.9,1,0,42600,Medium,Medium
1220,2.44,0,10,47500,Low,Low
1310,2.83,2,0,41000,High,High
1330,2.36,2,15,48800,Low,Low
1160,2.7,3,0,59900,Medium,Medium
1050,2.67,1,0,38000,Low,Low
1190,3,0,0,45200,Medium,Medium
1240,2.94,0,0,41000,Low,Low
1280,2.23,0,5,50400,High,Low
1210,2.75,0,5,42900,Medium,Low
1340,2.63,1,5,65000,Low,Low
1080,2.81,1,15,37600,High,High
1250,2.95,0,0,39800,Medium,Medium
1120,2.76,0,5,55600,Medium,Medium
1170,2.63,0,5,47500,Low,High
1330,2.52,2,0,45600,Low,Low
1160,2.88,0,0,56400,Medium,Low
1190,3.28,2,5,47600,Medium,Medium
1250,2.11,0,0,50000,Low,Low
1200,2.27,3,0,34300,Low,Low
1040,3.15,1,5,53800,Medium,Medium
1210,2.53,1,10,30900,Medium,Medium
1190,2.95,0,5,45800,High,Medium
1070,3.03,1,0,50400,Low,Low
1070,2.16,2,10,46500,High,High
1250,2.87,1,0,42800,Medium,Medium
1150,3.15,2,10,43400,Medium,Medium
1190,2.94,0,5,49300,Medium,Medium
1200,3.14,2,5,42500,Medium,Medium
1130,2.85,0,10,43300,Medium,Low
1200,2.91,0,0,47300,Low,Medium
1150,2.85,0,15,22900,Low,High
1290,2.62,1,0,34600,Medium,Medium
1230,2.74,2,0,47700,Medium,Medium
1250,2.8,1,0,44100,Medium,Medium
1300,2.55,0,0,49200,Medium,Medium
1210,2.49,2,5,46200,Medium,Medium
1110,2.74,1,0,46100,Medium,Medium
1200,2.69,2,0,57300,Low,Low
1300,2.57,1,0,40300,Low,Low
1110,2.96,2,15,30800,Medium,Medium
1300,2.84,4,0,41200,High,High
1180,2.64,3,0,40500,High,High
1180,3.05,1,15,36000,High,High
1170,3.19,1,0,59900,Low,Low
1130,2.8,1,10,49400,High,High
1240,3.02,0,0,51100,Medium,High
1190,2.76,2,5,26100,Medium,Medium
1210,2.96,0,20,52900,Low,Low
1080,2.82,1,0,54500,Low,Medium
1310,2.49,2,5,36700,Medium,Medium
1290,2.57,0,5,47200,Medium,Medium
1220,2.65,0,15,39200,Low,Low
1260,2.79,0,5,43500,Low,Low
1290,2.9,2,5,50700,Medium,Medium
1220,2.7,2,0,49800,Low,Low
1020,2.7,2,5,58500,Medium,Medium
980,2.04,1,0,43700,Low,Low
1320,2.63,1,0,41400,Low,Low
1120,2.61,0,0,22700,Medium,Medium
1120,2.6,0,10,55900,Medium,Medium
1070,2.76,0,5,41400,Low,Low
1270,2.51,3,0,44800,Medium,Medium
1350,2.54,2,0,53700,Low,Low
1520,2.4,0,0,61400,Low,Low
1160,3.2,1,10,46100,Medium,Medium
1200,2.69,0,10,47500,Medium,Medium
1350,3.18,2,0,35900,Medium,Medium
1070,2.95,0,0,53400,Medium,Medium
1270,2.44,1,0,60600,Low,Low
1200,2.65,1,5,36500,Low,Low
1180,2.93,0,10,48100,Medium,High
1170,2.34,2,0,47400,High,High
1330,3.03,1,5,58800,Medium,High
1300,2.7,0,15,70800,Medium,Medium
1090,3.17,1,0,54300,Medium,Medium
1270,2.81,0,0,57600,High,High
1150,2.77,2,5,47600,Medium,Medium
1190,2.89,1,10,41200,Medium,Medium
1150,2.6,1,5,44300,Medium,Medium
1180,2.57,1,5,39000,Medium,Medium
1050,2.41,2,10,63300,Low,Low
1090,1.85,2,0,57300,Medium,Medium
1090,2.69,1,0,50100,Medium,Medium
1260,2.74,0,15,17600,Low,Low
1170,2.75,2,5,50400,Low,Medium
1210,3.15,0,15,45700,Medium,Medium
1050,2.93,1,15,43000,Medium,Low
1210,2.58,3,5,37000,Low,Low
1110,2.78,3,0,38600,Low,Low
1120,2.9,1,5,42800,Medium,Medium
1050,3.05,3,10,47700,High,High
1260,3.16,2,10,41700,Medium,Medium
1290,2.93,2,5,58100,Low,Low
1290,3.35,1,5,44700,Medium,Medium
1330,2.67,0,5,36400,High,High
1020,2.66,1,0,32200,Low,Low
1260,3.03,1,0,53100,Medium,Medium
1180,2.73,0,0,53400,Low,Low
1160,2.74,1,15,40500,Medium,Medium
1170,2.5,0,15,53300,Low,Medium
1040,2.64,1,0,50100,Medium,Medium
1150,3.44,1,0,37700,Medium,Medium
1140,2.59,0,0,59300,Low,Low
1320,2.91,0,5,37800,Low,Low
1280,2.57,1,5,32100,Low,Low
1400,2.61,0,15,47900,Medium,Medium
1200,3.07,1,10,24700,High,High
1270,2.99,1,0,49200,Low,Low
1120,2.62,0,5,44300,Medium,Medium
1190,2.65,4,5,40100,High,High
1150,2.81,3,20,42300,Medium,Medium
1240,2.78,2,5,46000,Medium,Medium
1180,3.07,1,0,53700,Medium,Medium
1130,3.1,0,0,54900,High,High
1190,2.73,2,10,45900,Medium,Medium
1250,2.84,1,0,39600,Low,Low
1040,2.54,2,0,48600,Medium,Medium
1150,2.44,1,15,22400,Low,High
1180,2.92,1,0,53800,Medium,Medium
1250,2.99,4,5,57200,High,High
1300,3.11,0,0,48900,Medium,Medium
1280,2.61,2,10,46200,Medium,Low
1300,2.7,0,0,49400,High,High
1200,2.81,0,10,61700,Medium,High
1270,3.13,0,5,65200,Medium,Medium
1150,2.61,2,10,35700,Medium,Medium
1010,2.66,0,0,48400,Low,Low
1070,2.71,0,0,49400,Medium,Medium
1070,2.66,1,10,43600,Medium,Medium
1080,2.59,1,0,35500,Low,Low
1180,2.74,0,10,67000,Medium,Medium
1280,2.47,1,5,54800,Medium,High
900,2.73,1,5,62000,Low,Medium
1220,2.69,0,15,42100,Low,Low
1110,3.02,0,0,43800,Medium,Medium
1200,2.63,0,5,60200,Medium,Medium
1140,2.31,1,0,45000,Low,Medium
1230,2.21,1,0,45000,Medium,Medium
1260,3.07,1,5,50900,Medium,Medium
1260,2.51,2,5,58900,Medium,Medium
1160,2.62,0,0,37100,Medium,Medium
1200,2.35,2,10,62700,Medium,Medium
1180,3.24,3,0,58700,High,High
1130,3.19,0,0,45300,High,High
1250,3.27,2,5,49000,Medium,Medium
1090,2.77,0,0,33300,Medium,Medium
1050,2.78,2,0,63700,High,High
1260,2.88,3,5,44700,Medium,Medium
1170,2.65,1,0,29800,Medium,Medium
970,3.2,1,5,60300,Medium,Medium
990,2.31,0,5,36900,Low,Medium
1140,2.48,2,5,38800,Medium,Medium
960,2.79,1,5,62700,Low,Low
1160,3.1,0,10,51500,Medium,Medium
1190,2.65,3,15,46100,Medium,High
1250,2.93,2,5,33000,Medium,Medium
1110,2.35,2,0,49400,High,High
1200,2.63,2,0,52200,Low,Low
1200,2.44,2,0,55700,Low,Low
1110,2.89,2,0,43800,Medium,Medium
1400,2.94,1,5,34500,Medium,Medium
1250,2.93,1,0,55300,Medium,Medium
1180,2.85,1,10,35500,Medium,High
940,3.05,0,0,46200,Low,Low
1230,2.58,0,5,40000,Low,Low
