Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,Avgwg
7856,STANDARD,MOUNT ARLINGTON,NJ,PRIMARY,40.91,-74.64,NA-US-NJ-MOUNT ARLINGTON,FALSE,2153,3426,115715064,53745.96563
8853,STANDARD,NESHANIC STATION,NJ,PRIMARY,40.49,-74.73,NA-US-NJ-NESHANIC STATION,FALSE,2619,4879,234089744,89381.34555
7857,STANDARD,NETCONG,NJ,PRIMARY,40.89,-74.7,NA-US-NJ-NETCONG,FALSE,1731,2788,67521142,39007.01444
7101,PO BOX,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,1097,1640,37730042,34393.83956
7102,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,3651,5503,135280553,37053.01369
7103,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,12135,20135,349751388,28821.70482
7104,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,21143,35277,581741286,27514.60464
7105,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,17545,29429,482762534,27515.67592
7106,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,13546,22439,400133494,29538.86712
7107,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,15111,25902,371344832,24574.47105
7108,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,9475,15957,224904265,23736.59789
7109,STANDARD,BELLEVILLE,NJ,PRIMARY,40.79,-74.16,NA-US-NJ-BELLEVILLE,FALSE,18258,30299,750577286,41109.50192
7110,STANDARD,NUTLEY,NJ,PRIMARY,40.81,-74.15,NA-US-NJ-NUTLEY,FALSE,14513,25001,882251300,60790.41549
7111,STANDARD,IRVINGTON,NJ,PRIMARY,40.72,-74.23,NA-US-NJ-IRVINGTON,FALSE,25527,41875,763787926,29920.78685
7112,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,11669,19082,318514327,27295.76887
7114,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,3707,6170,83639461,22562.57378
8901,STANDARD,NEW BRUNSWICK,NJ,PRIMARY,40.48,-74.44,NA-US-NJ-NEW BRUNSWICK,FALSE,16776,28187,495595423,29541.93032
8902,STANDARD,NORTH BRUNSWICK,NJ,PRIMARY,40.45,-74.48,NA-US-NJ-NORTH BRUNSWICK,FALSE,19823,34952,1091723370,55073.56959
8903,PO BOX,NEW BRUNSWICK,NJ,PRIMARY,40.48,-74.44,NA-US-NJ-NEW BRUNSWICK,FALSE,870,1450,34338336,39469.35172
8904,STANDARD,HIGHLAND PARK,NJ,PRIMARY,40.5,-74.42,NA-US-NJ-HIGHLAND PARK,FALSE,6836,11275,353323858,51685.76039
7435,STANDARD,NEWFOUNDLAND,NJ,PRIMARY,41.07,-74.42,NA-US-NJ-NEWFOUNDLAND,FALSE,1310,2314,78295576,59767.61527
7646,STANDARD,NEW MILFORD,NJ,PRIMARY,40.93,-74.01,NA-US-NJ-NEW MILFORD,FALSE,8158,14165,438793723,53786.92363
7974,STANDARD,NEW PROVIDENCE,NJ,PRIMARY,40.7,-74.4,NA-US-NJ-NEW PROVIDENCE,FALSE,5645,10648,584240262,103496.9463
7860,STANDARD,NEWTON,NJ,PRIMARY,41.05,-74.75,NA-US-NJ-NEWTON,FALSE,11767,21086,593579596,50444.429
7976,STANDARD,NEW VERNON,NJ,PRIMARY,40.73,-74.48,NA-US-NJ-NEW VERNON,FALSE,746,1310,219520608,294263.5496
7047,STANDARD,NORTH BERGEN,NJ,PRIMARY,40.79,-74.02,NA-US-NJ-NORTH BERGEN,FALSE,27653,45454,970120158,35081.91364
7647,STANDARD,NORTHVALE,NJ,PRIMARY,41,-73.95,NA-US-NJ-NORTHVALE,FALSE,2277,4171,137199643,60254.56434
7648,STANDARD,NORWOOD,NJ,PRIMARY,40.99,-73.95,NA-US-NJ-NORWOOD,FALSE,2716,5033,215359252,79292.80265
7436,STANDARD,OAKLAND,NJ,PRIMARY,41.03,-74.24,NA-US-NJ-OAKLAND,FALSE,6099,11508,474404967,77784.05755
7438,STANDARD,OAK RIDGE,NJ,PRIMARY,41.04,-74.48,NA-US-NJ-OAK RIDGE,FALSE,5566,10328,344235177,61846.06126
7439,STANDARD,OGDENSBURG,NJ,PRIMARY,41.07,-74.59,NA-US-NJ-OGDENSBURG,FALSE,1232,2250,60867495,49405.43425
8857,STANDARD,OLD BRIDGE,NJ,PRIMARY,40.39,-74.33,NA-US-NJ-OLD BRIDGE,FALSE,19292,34538,1102371464,57141.37798
8858,PO BOX,OLDWICK,NJ,PRIMARY,40.66,-74.74,NA-US-NJ-OLDWICK,FALSE,404,695,42646830,105561.4604
7649,STANDARD,ORADELL,NJ,PRIMARY,40.95,-74.03,NA-US-NJ-ORADELL,FALSE,3914,7355,369791979,94479.29969
7050,STANDARD,ORANGE,NJ,PRIMARY,40.76,-74.23,NA-US-NJ-ORANGE,FALSE,14141,22984,413998668,29276.47748
7051,PO BOX,ORANGE,NJ,PRIMARY,40.76,-74.23,NA-US-NJ-ORANGE,FALSE,395,616,11676734,29561.3519
7052,STANDARD,WEST ORANGE,NJ,PRIMARY,40.79,-74.26,NA-US-NJ-WEST ORANGE,FALSE,22457,39097,1446668305,64419.4819
7863,STANDARD,OXFORD,NJ,PRIMARY,40.81,-74.99,NA-US-NJ-OXFORD,FALSE,2047,3674,102127461,49891.2853
7650,STANDARD,PALISADES PARK,NJ,PRIMARY,40.84,-73.99,NA-US-NJ-PALISADES PARK,FALSE,7826,13274,295720999,37786.99195
7652,STANDARD,PARAMUS,NJ,PRIMARY,40.94,-74.07,NA-US-NJ-PARAMUS,FALSE,12639,22875,770107984,60931.08505
7656,STANDARD,PARK RIDGE,NJ,PRIMARY,41.03,-74.04,NA-US-NJ-PARK RIDGE,FALSE,4394,7922,358549067,81599.69663
8859,STANDARD,PARLIN,NJ,PRIMARY,40.45,-74.3,NA-US-NJ-PARLIN,FALSE,11592,20576,583865916,50368.00518
7054,STANDARD,PARSIPPANY,NJ,PRIMARY,40.85,-74.4,NA-US-NJ-PARSIPPANY,FALSE,14696,26016,904222259,61528.46074
7055,STANDARD,PASSAIC,NJ,PRIMARY,40.85,-74.12,NA-US-NJ-PASSAIC,FALSE,28463,51244,778397023,27347.68025
7057,STANDARD,WALLINGTON,NJ,PRIMARY,40.85,-74.1,NA-US-NJ-WALLINGTON,FALSE,5850,9893,215940992,36912.99009
7501,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,13505,22824,298819598,22126.59
7502,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,7477,12805,225164114,30114.23218
7503,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,8454,14649,213985183,25311.70842
7504,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,6481,10707,187198101,28884.1384
7505,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,910,1388,16739586,18395.14945
7506,STANDARD,HAWTHORNE,NJ,PRIMARY,40.95,-74.15,NA-US-NJ-HAWTHORNE,FALSE,9527,16150,485103110,50918.76876
7508,STANDARD,HALEDON,NJ,PRIMARY,40.93,-74.18,NA-US-NJ-HALEDON,FALSE,11054,19084,488101330,44156.08196
7509,PO BOX,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,1089,1738,30146453,27682.6933
7512,STANDARD,TOTOWA,NJ,PRIMARY,40.9,-74.22,NA-US-NJ-TOTOWA,FALSE,5305,9063,269217395,50747.85957
7513,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,5924,9915,142408814,24039.30014
7514,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,8699,14312,230806486,26532.53087
7522,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,9048,15644,213280661,23572.13318
7524,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,5883,9948,136407528,23186.72922
7544,PO BOX,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,407,669,12301751,30225.43243
7977,PO BOX,PEAPACK,NJ,PRIMARY,40.7,-74.66,NA-US-NJ-PEAPACK,FALSE,487,845,36810510,75586.26283
7440,STANDARD,PEQUANNOCK,NJ,PRIMARY,40.94,-74.29,NA-US-NJ-PEQUANNOCK,FALSE,2283,4127,125866357,55132.00044
8861,STANDARD,PERTH AMBOY,NJ,PRIMARY,40.52,-74.27,NA-US-NJ-PERTH AMBOY,FALSE,24814,41825,689264920,27777.25961
8862,PO BOX,PERTH AMBOY,NJ,PRIMARY,40.52,-74.27,NA-US-NJ-PERTH AMBOY,FALSE,867,1430,21518225,24819.17532
8863,STANDARD,FORDS,NJ,PRIMARY,40.54,-74.31,NA-US-NJ-FORDS,FALSE,6419,11015,293083570,45658.75837
8865,STANDARD,PHILLIPSBURG,NJ,PRIMARY,40.68,-75.18,NA-US-NJ-PHILLIPSBURG,FALSE,13950,24138,568933632,40783.7729
7058,STANDARD,PINE BROOK,NJ,PRIMARY,40.86,-74.34,NA-US-NJ-PINE BROOK,FALSE,2668,5037,238888306,89538.34558
8854,STANDARD,PISCATAWAY,NJ,PRIMARY,40.51,-74.45,NA-US-NJ-PISCATAWAY,FALSE,24519,43472,1325952104,54078.55557
8855,PO BOX,PISCATAWAY,NJ,PRIMARY,40.51,-74.45,NA-US-NJ-PISCATAWAY,FALSE,286,428,12193710,42635.34965
8867,STANDARD,PITTSTOWN,NJ,PRIMARY,40.57,-74.96,NA-US-NJ-PITTSTOWN,FALSE,2412,4651,220388452,91371.66335
7059,STANDARD,WARREN,NJ,PRIMARY,40.63,-74.51,NA-US-NJ-WARREN,FALSE,7725,14590,935500956,121100.4474
7060,STANDARD,PLAINFIELD,NJ,PRIMARY,40.63,-74.4,NA-US-NJ-PLAINFIELD,FALSE,19215,32363,702886936,36580.11637
7061,PO BOX,PLAINFIELD,NJ,PRIMARY,40.63,-74.4,NA-US-NJ-PLAINFIELD,FALSE,673,1121,17778656,26417.02229
7062,STANDARD,PLAINFIELD,NJ,PRIMARY,40.63,-74.4,NA-US-NJ-PLAINFIELD,FALSE,6431,10678,254048999,39503.80952
7063,STANDARD,PLAINFIELD,NJ,PRIMARY,40.63,-74.4,NA-US-NJ-PLAINFIELD,FALSE,5925,10226,215060602,36297.14802
7069,STANDARD,WATCHUNG,NJ,PRIMARY,40.64,-74.44,NA-US-NJ-WATCHUNG,FALSE,2971,5361,324356236,109174.0949
7442,STANDARD,POMPTON LAKES,NJ,PRIMARY,41,-74.28,NA-US-NJ-POMPTON LAKES,FALSE,5636,9786,307669635,54590.07009
7444,STANDARD,POMPTON PLAINS,NJ,PRIMARY,40.96,-74.3,NA-US-NJ-POMPTON PLAINS,FALSE,6092,10193,302914468,49723.32042
7865,STANDARD,PORT MURRAY,NJ,PRIMARY,40.79,-74.91,NA-US-NJ-PORT MURRAY,FALSE,1359,2430,76740937,56468.68065
7064,STANDARD,PORT READING,NJ,PRIMARY,40.56,-74.24,NA-US-NJ-PORT READING,FALSE,1953,3342,85135324,43592.07578
7979,PO BOX,POTTERSVILLE,NJ,PRIMARY,40.66,-74.82,NA-US-NJ-POTTERSVILLE,FALSE,309,577,35166444,113807.2621
7065,STANDARD,RAHWAY,NJ,PRIMARY,40.6,-74.28,NA-US-NJ-RAHWAY,FALSE,13805,22711,581229985,42102.8602
7066,STANDARD,CLARK,NJ,PRIMARY,40.62,-74.31,NA-US-NJ-CLARK,FALSE,7617,13402,434196100,57003.55783
7067,STANDARD,COLONIA,NJ,PRIMARY,40.59,-74.31,NA-US-NJ-COLONIA,FALSE,9053,16467,498757056,55093.01403
7446,STANDARD,RAMSEY,NJ,PRIMARY,41.05,-74.14,NA-US-NJ-RAMSEY,FALSE,7280,13317,677686663,93088.82734
8869,STANDARD,RARITAN,NJ,PRIMARY,40.57,-74.64,NA-US-NJ-RARITAN,FALSE,3424,5803,175605743,51286.72401
7657,STANDARD,RIDGEFIELD,NJ,PRIMARY,40.83,-74.01,NA-US-NJ-RIDGEFIELD,FALSE,5149,9186,210476532,40877.16683
7660,STANDARD,RIDGEFIELD PARK,NJ,PRIMARY,40.85,-74.02,NA-US-NJ-RIDGEFIELD PARK,FALSE,6351,10825,298357920,46978.10109
7450,STANDARD,RIDGEWOOD,NJ,PRIMARY,40.98,-74.11,NA-US-NJ-RIDGEWOOD,FALSE,11384,21805,1643627780,144380.5148
7452,STANDARD,GLEN ROCK,NJ,PRIMARY,40.95,-74.12,NA-US-NJ-GLEN ROCK,FALSE,5402,10630,556117128,102946.525
7456,STANDARD,RINGWOOD,NJ,PRIMARY,41.11,-74.27,NA-US-NJ-RINGWOOD,FALSE,6030,11161,409501030,67910.61857
7457,STANDARD,RIVERDALE,NJ,PRIMARY,40.99,-74.3,NA-US-NJ-RIVERDALE,FALSE,1976,3259,113382431,57379.77277
7661,STANDARD,RIVER EDGE,NJ,PRIMARY,40.92,-74.04,NA-US-NJ-RIVER EDGE,FALSE,5382,10002,365257626,67866.52285
7662,STANDARD,ROCHELLE PARK,NJ,PRIMARY,40.9,-74.07,NA-US-NJ-ROCHELLE PARK,FALSE,3036,5133,149859083,49360.69928
7663,STANDARD,SADDLE BROOK,NJ,PRIMARY,40.9,-74.09,NA-US-NJ-SADDLE BROOK,FALSE,7107,12144,356318834,50136.32109
7866,STANDARD,ROCKAWAY,NJ,PRIMARY,40.89,-74.51,NA-US-NJ-ROCKAWAY,FALSE,11529,20639,705960034,61233.41435
7068,STANDARD,ROSELAND,NJ,PRIMARY,40.82,-74.3,NA-US-NJ-ROSELAND,FALSE,3222,5568,237307110,73652.11359
7070,STANDARD,RUTHERFORD,NJ,PRIMARY,40.81,-74.1,NA-US-NJ-RUTHERFORD,FALSE,9144,15695,583392105,63800.53642
7071,STANDARD,LYNDHURST,NJ,PRIMARY,40.79,-74.11,NA-US-NJ-LYNDHURST,FALSE,10509,17397,493255803,46936.51185
7072,STANDARD,CARLSTADT,NJ,PRIMARY,40.82,-74.06,NA-US-NJ-CARLSTADT,FALSE,3146,5244,142001186,45137.05849
7073,STANDARD,EAST RUTHERFORD,NJ,PRIMARY,40.81,-74.08,NA-US-NJ-EAST RUTHERFORD,FALSE,4707,7669,217842919,46280.62864
7074,STANDARD,MOONACHIE,NJ,PRIMARY,40.84,-74.05,NA-US-NJ-MOONACHIE,FALSE,1467,2419,56910552,38793.83231
7075,STANDARD,WOOD RIDGE,NJ,PRIMARY,40.85,-74.08,NA-US-NJ-WOOD RIDGE,FALSE,3947,6891,220647809,55902.66253
7458,STANDARD,SADDLE RIVER,NJ,PRIMARY,41.02,-74.09,NA-US-NJ-SADDLE RIVER,FALSE,5569,10410,941063431,168982.48
8872,STANDARD,SAYREVILLE,NJ,PRIMARY,40.46,-74.32,NA-US-NJ-SAYREVILLE,FALSE,9505,16564,471118379,49565.3213
7076,STANDARD,SCOTCH PLAINS,NJ,PRIMARY,40.63,-74.37,NA-US-NJ-SCOTCH PLAINS,FALSE,11755,21342,969394725,82466.58656
7094,STANDARD,SECAUCUS,NJ,PRIMARY,40.78,-74.06,NA-US-NJ-SECAUCUS,FALSE,8461,14192,566152617,66913.20376
7077,STANDARD,SEWAREN,NJ,PRIMARY,40.55,-74.26,NA-US-NJ-SEWAREN,FALSE,1429,2427,67567981,47283.40168
7078,STANDARD,SHORT HILLS,NJ,PRIMARY,40.74,-74.33,NA-US-NJ-SHORT HILLS,FALSE,6535,12661,1739982666,266255.955
8873,STANDARD,SOMERSET,NJ,PRIMARY,40.49,-74.48,NA-US-NJ-SOMERSET,FALSE,24909,42921,1399665021,56191.13658
8875,PO BOX,SOMERSET,NJ,PRIMARY,40.49,-74.48,NA-US-NJ-SOMERSET,FALSE,419,654,17306414,41304.09069
8876,STANDARD,SOMERVILLE,NJ,PRIMARY,40.57,-74.61,NA-US-NJ-SOMERVILLE,FALSE,11155,19420,708655922,63528.097
8879,STANDARD,SOUTH AMBOY,NJ,PRIMARY,40.47,-74.29,NA-US-NJ-SOUTH AMBOY,FALSE,11250,18878,543103322,48275.85084
8880,STANDARD,SOUTH BOUND BROOK,NJ,PRIMARY,40.55,-74.52,NA-US-NJ-SOUTH BOUND BROOK,FALSE,2348,3957,104624844,44559.13288
7079,STANDARD,SOUTH ORANGE,NJ,PRIMARY,40.74,-74.26,NA-US-NJ-SOUTH ORANGE,FALSE,7407,13008,781270858,105477.3671
7080,STANDARD,SOUTH PLAINFIELD,NJ,PRIMARY,40.57,-74.41,NA-US-NJ-SOUTH PLAINFIELD,FALSE,11699,20808,598870769,51189.91102
8882,STANDARD,SOUTH RIVER,NJ,PRIMARY,40.44,-74.37,NA-US-NJ-SOUTH RIVER,FALSE,7672,13440,313562658,40871.0451
7871,STANDARD,SPARTA,NJ,PRIMARY,41.04,-74.62,NA-US-NJ-SPARTA,FALSE,9532,18457,819126897,85934.42058
8884,STANDARD,SPOTSWOOD,NJ,PRIMARY,40.39,-74.39,NA-US-NJ-SPOTSWOOD,FALSE,3980,7032,198839932,49959.78191
7081,STANDARD,SPRINGFIELD,NJ,PRIMARY,40.69,-74.32,NA-US-NJ-SPRINGFIELD,FALSE,8238,14082,510509076,61970.02622
7874,STANDARD,STANHOPE,NJ,PRIMARY,40.91,-74.7,NA-US-NJ-STANHOPE,FALSE,4677,8305,255070986,54537.30725
8886,STANDARD,STEWARTSVILLE,NJ,PRIMARY,40.69,-75.1,NA-US-NJ-STEWARTSVILLE,FALSE,3084,6042,223996161,72631.69942
7980,STANDARD,STIRLING,NJ,PRIMARY,40.68,-74.49,NA-US-NJ-STIRLING,FALSE,1183,2093,90490567,76492.44886
7460,STANDARD,STOCKHOLM,NJ,PRIMARY,41.1,-74.53,NA-US-NJ-STOCKHOLM,FALSE,1747,3178,99498648,56954.00572
7876,STANDARD,SUCCASUNNA,NJ,PRIMARY,40.85,-74.65,NA-US-NJ-SUCCASUNNA,FALSE,5329,9849,354128006,66452.99418
7901,STANDARD,SUMMIT,NJ,PRIMARY,40.71,-74.36,NA-US-NJ-SUMMIT,FALSE,10538,19255,1934125803,183538.2239
7461,STANDARD,SUSSEX,NJ,PRIMARY,41.2,-74.6,NA-US-NJ-SUSSEX,FALSE,9271,16853,452422113,48799.71017
7878,PO BOX,MOUNT TABOR,NJ,PRIMARY,40.87,-74.47,NA-US-NJ-MOUNT TABOR,FALSE,523,893,30959580,59196.13767
7666,STANDARD,TEANECK,NJ,PRIMARY,40.88,-74.01,NA-US-NJ-TEANECK,FALSE,19194,33593,1251337571,65194.20501
7670,STANDARD,TENAFLY,NJ,PRIMARY,40.91,-73.95,NA-US-NJ-TENAFLY,FALSE,6481,12590,774215114,119459.206
8887,STANDARD,THREE BRIDGES,NJ,PRIMARY,40.52,-74.8,NA-US-NJ-THREE BRIDGES,FALSE,660,978,36052351,54624.77424
7082,STANDARD,TOWACO,NJ,PRIMARY,40.93,-74.34,NA-US-NJ-TOWACO,FALSE,2759,5229,257723095,93411.77782
7083,STANDARD,UNION,NJ,PRIMARY,40.69,-74.26,NA-US-NJ-UNION,FALSE,26614,45808,1328121022,49903.09694
7086,STANDARD,WEEHAWKEN,NJ,PRIMARY,40.76,-74.01,NA-US-NJ-WEEHAWKEN,FALSE,6521,9749,412453177,63249.98881
7087,STANDARD,UNION CITY,NJ,PRIMARY,40.76,-74.03,NA-US-NJ-UNION CITY,FALSE,29414,47868,802767701,27292.02764
7088,STANDARD,VAUXHALL,NJ,PRIMARY,40.71,-74.28,NA-US-NJ-VAUXHALL,FALSE,1764,2775,61196190,34691.71769
7462,STANDARD,VERNON,NJ,PRIMARY,41.18,-74.51,NA-US-NJ-VERNON,FALSE,3278,5696,161709977,49331.90268
7463,STANDARD,WALDWICK,NJ,PRIMARY,41.01,-74.12,NA-US-NJ-WALDWICK,FALSE,4673,8512,291406370,62359.59127
7465,STANDARD,WANAQUE,NJ,PRIMARY,41.04,-74.29,NA-US-NJ-WANAQUE,FALSE,3130,5544,174315783,55691.94345
7882,STANDARD,WASHINGTON,NJ,PRIMARY,40.75,-74.98,NA-US-NJ-WASHINGTON,FALSE,6983,12451,356234573,51014.54575
7470,STANDARD,WAYNE,NJ,PRIMARY,40.94,-74.24,NA-US-NJ-WAYNE,FALSE,26098,46902,1736798032,66549.08545
7474,PO BOX,WAYNE,NJ,PRIMARY,40.94,-74.24,NA-US-NJ-WAYNE,FALSE,358,534,16729354,46730.03911
7090,STANDARD,WESTFIELD,NJ,PRIMARY,40.65,-74.34,NA-US-NJ-WESTFIELD,FALSE,14191,26906,1837426449,129478.2925
7092,STANDARD,MOUNTAINSIDE,NJ,PRIMARY,40.68,-74.36,NA-US-NJ-MOUNTAINSIDE,FALSE,3324,5963,250435267,75341.5364
7480,STANDARD,WEST MILFORD,NJ,PRIMARY,41.1,-74.39,NA-US-NJ-WEST MILFORD,FALSE,8041,14392,461701981,57418.47793
7093,STANDARD,WEST NEW YORK,NJ,PRIMARY,40.78,-74,NA-US-NJ-WEST NEW YORK,FALSE,26571,42640,1071975636,40343.8198
8201,STANDARD,ABSECON,NJ,PRIMARY,39.42,-74.49,NA-US-NJ-ABSECON,FALSE,5454,9186,213557644,39156.15035
8205,STANDARD,ABSECON,NJ,PRIMARY,39.48,-74.47,NA-US-NJ-ABSECON,FALSE,14046,24427,568706786,40488.8784
7711,STANDARD,ALLENHURST,NJ,PRIMARY,40.23,-74,NA-US-NJ-ALLENHURST,FALSE,896,1496,52064412,58107.60268
8501,STANDARD,ALLENTOWN,NJ,PRIMARY,40.17,-74.58,NA-US-NJ-ALLENTOWN,FALSE,3146,5901,222701541,70788.79243
8720,PO BOX,ALLENWOOD,NJ,PRIMARY,40.13,-74.09,NA-US-NJ-ALLENWOOD,FALSE,541,974,36668910,67779.87061
8001,PO BOX,ALLOWAY,NJ,PRIMARY,39.56,-75.34,NA-US-NJ-ALLOWAY,FALSE,640,1160,30432535,47550.83594
7712,STANDARD,ASBURY PARK,NJ,PRIMARY,40.22,-74.01,NA-US-NJ-ASBURY PARK,FALSE,19091,31680,890993762,46670.87958
8004,STANDARD,ATCO,NJ,PRIMARY,39.76,-74.85,NA-US-NJ-ATCO,FALSE,6067,10625,265253909,43720.76957
8401,STANDARD,ATLANTIC CITY,NJ,PRIMARY,39.36,-74.42,NA-US-NJ-ATLANTIC CITY,FALSE,17787,29186,419370825,23577.37814
8402,STANDARD,MARGATE CITY,NJ,PRIMARY,39.33,-74.5,NA-US-NJ-MARGATE CITY,FALSE,3561,5596,157326992,44180.56501
8403,STANDARD,LONGPORT,NJ,PRIMARY,39.31,-74.52,NA-US-NJ-LONGPORT,FALSE,552,849,25420216,46051.11594
8404,PO BOX,ATLANTIC CITY,NJ,PRIMARY,39.36,-74.42,NA-US-NJ-ATLANTIC CITY,FALSE,663,1021,15570608,23485.07994
8406,STANDARD,VENTNOR CITY,NJ,PRIMARY,39.34,-74.48,NA-US-NJ-VENTNOR CITY,FALSE,5898,9419,195995195,33230.78925
7716,STANDARD,ATLANTIC HIGHLANDS,NJ,PRIMARY,40.4,-74.03,NA-US-NJ-ATLANTIC HIGHLANDS,FALSE,4216,7144,294021723,69739.49787
8202,STANDARD,AVALON,NJ,PRIMARY,39.09,-74.73,NA-US-NJ-AVALON,FALSE,938,1508,53452847,56985.97761
7717,STANDARD,AVON BY THE SEA,NJ,PRIMARY,40.19,-74.01,NA-US-NJ-AVON BY THE SEA,FALSE,1105,1687,70019848,63366.37828
8005,STANDARD,BARNEGAT,NJ,PRIMARY,39.75,-74.22,NA-US-NJ-BARNEGAT,FALSE,11092,19593,392526303,35388.23503
8006,PO BOX,BARNEGAT LIGHT,NJ,PRIMARY,39.75,-74.11,NA-US-NJ-BARNEGAT LIGHT,FALSE,424,687,14347323,33838.02594
8007,STANDARD,BARRINGTON,NJ,PRIMARY,39.87,-75.05,NA-US-NJ-BARRINGTON,FALSE,2592,4458,109874392,42389.81173
8721,STANDARD,BAYVILLE,NJ,PRIMARY,39.91,-74.21,NA-US-NJ-BAYVILLE,FALSE,9823,17550,421612310,42920.93149
8008,STANDARD,BEACH HAVEN,NJ,PRIMARY,39.55,-74.24,NA-US-NJ-BEACH HAVEN,FALSE,4226,6743,144788924,34261.45859
8722,STANDARD,BEACHWOOD,NJ,PRIMARY,39.92,-74.2,NA-US-NJ-BEACHWOOD,FALSE,5372,9570,232762197,43328.77829
7718,STANDARD,BELFORD,NJ,PRIMARY,40.41,-74.08,NA-US-NJ-BELFORD,FALSE,3101,5572,170026421,54829.54563
8502,STANDARD,BELLE MEAD,NJ,PRIMARY,40.46,-74.64,NA-US-NJ-BELLE MEAD,FALSE,4993,10011,581157356,116394.4234
7719,STANDARD,BELMAR,NJ,PRIMARY,40.17,-74.02,NA-US-NJ-BELMAR,FALSE,11193,18512,591279949,52825.86876
8009,STANDARD,BERLIN,NJ,PRIMARY,39.79,-74.93,NA-US-NJ-BERLIN,FALSE,6593,11467,308358424,46770.57849
8010,STANDARD,BEVERLY,NJ,PRIMARY,40.06,-74.92,NA-US-NJ-BEVERLY,FALSE,5572,9089,196106076,35194.91673
8012,STANDARD,BLACKWOOD,NJ,PRIMARY,39.79,-75.06,NA-US-NJ-BLACKWOOD,FALSE,19133,33128,856896221,44786.29703
8505,STANDARD,BORDENTOWN,NJ,PRIMARY,40.14,-74.7,NA-US-NJ-BORDENTOWN,FALSE,8833,15332,479567188,54292.67384
7720,STANDARD,BRADLEY BEACH,NJ,PRIMARY,40.2,-74.01,NA-US-NJ-BRADLEY BEACH,FALSE,2389,3588,96367190,40337.87777
8723,STANDARD,BRICK,NJ,PRIMARY,40.06,-74.11,NA-US-NJ-BRICK,FALSE,16373,27903,663836948,40544.61296
8724,STANDARD,BRICK,NJ,PRIMARY,40.06,-74.11,NA-US-NJ-BRICK,FALSE,21871,37268,994471914,45469.88771
8014,STANDARD,BRIDGEPORT,NJ,PRIMARY,39.8,-75.34,NA-US-NJ-BRIDGEPORT,FALSE,279,467,11656919,41781.07168
8302,STANDARD,BRIDGETON,NJ,PRIMARY,39.42,-75.22,NA-US-NJ-BRIDGETON,FALSE,17945,32331,590427677,32902.07172
8730,STANDARD,BRIELLE,NJ,PRIMARY,40.1,-74.06,NA-US-NJ-BRIELLE,FALSE,2568,4502,173806531,67681.67095
8203,STANDARD,BRIGANTINE,NJ,PRIMARY,39.41,-74.36,NA-US-NJ-BRIGANTINE,FALSE,5167,8255,187209674,36231.79292
8015,STANDARD,BROWNS MILLS,NJ,PRIMARY,39.95,-74.55,NA-US-NJ-BROWNS MILLS,FALSE,10181,17598,367565906,36103.12405
8310,STANDARD,BUENA,NJ,PRIMARY,39.52,-74.94,NA-US-NJ-BUENA,FALSE,927,1546,30173830,32549.97843
8016,STANDARD,BURLINGTON,NJ,PRIMARY,40.07,-74.85,NA-US-NJ-BURLINGTON,FALSE,15539,27446,746449383,48037.15702
8101,PO BOX,CAMDEN,NJ,PRIMARY,39.93,-75.1,NA-US-NJ-CAMDEN,FALSE,271,426,7074759,26106.12177
